,Year,Quarter,Year_Quarter,LGA,Sex,Age_Gr,TB_Cases
2075,2020,2,2020 Q2,Jema'a,Female,15 to 24,1
2076,2020,3,2020 Q3,Jema'a,Male,15 to 24,5
2077,2020,3,2020 Q3,Jema'a,Female,15 to 24,3
2078,2020,4,2020 Q4,Jema'a,Male,15 to 24,2
2079,2020,4,2020 Q4,Jema'a,Female,15 to 24,5
2080,2020,1,2020 Q1,Kachia,Male,15 to 24,5
2081,2020,1,2020 Q1,Kachia,Female,15 to 24,1
2082,2020,2,2020 Q2,Kachia,Male,15 to 24,2
2083,2020,2,2020 Q2,Kachia,Female,15 to 24,1
2084,2020,3,2020 Q3,Kachia,Male,15 to 24,3
2085,2020,3,2020 Q3,Kachia,Female,15 to 24,0
2086,2020,4,2020 Q4,Kachia,Male,15 to 24,5
2087,2020,4,2020 Q4,Kachia,Female,15 to 24,4
2088,2020,1,2020 Q1,Kaduna North,Male,15 to 24,23
2089,2020,1,2020 Q1,Kaduna North,Female,15 to 24,19
2090,2020,2,2020 Q2,Kaduna North,Male,15 to 24,21
2091,2020,2,2020 Q2,Kaduna North,Female,15 to 24,21
2092,2020,3,2020 Q3,Kaduna North,Male,15 to 24,25
2093,2020,3,2020 Q3,Kaduna North,Female,15 to 24,20
2094,2020,4,2020 Q4,Kaduna North,Male,15 to 24,51
2095,2020,4,2020 Q4,Kaduna North,Female,15 to 24,36
2096,2020,1,2020 Q1,Kaduna South,Male,15 to 24,29
2097,2020,1,2020 Q1,Kaduna South,Female,15 to 24,14
2098,2020,2,2020 Q2,Kaduna South,Male,15 to 24,27
2099,2020,2,2020 Q2,Kaduna South,Female,15 to 24,19
2100,2020,3,2020 Q3,Kaduna South,Male,15 to 24,23
2101,2020,3,2020 Q3,Kaduna South,Female,15 to 24,21
2102,2020,4,2020 Q4,Kaduna South,Male,15 to 24,25
2103,2020,4,2020 Q4,Kaduna South,Female,15 to 24,24
2104,2020,1,2020 Q1,Kagarko,Male,15 to 24,2
2105,2020,1,2020 Q1,Kagarko,Female,15 to 24,1
2106,2020,2,2020 Q2,Kagarko,Male,15 to 24,2
2107,2020,2,2020 Q2,Kagarko,Female,15 to 24,2
2108,2020,3,2020 Q3,Kagarko,Male,15 to 24,3
2109,2020,3,2020 Q3,Kagarko,Female,15 to 24,2
2110,2020,4,2020 Q4,Kagarko,Male,15 to 24,2
2111,2020,4,2020 Q4,Kagarko,Female,15 to 24,1
2112,2020,1,2020 Q1,Kajuru,Male,15 to 24,0
2113,2020,1,2020 Q1,Kajuru,Female,15 to 24,1
2114,2020,2,2020 Q2,Kajuru,Male,15 to 24,3
2115,2020,2,2020 Q2,Kajuru,Female,15 to 24,1
2116,2020,3,2020 Q3,Kajuru,Male,15 to 24,0
2117,2020,3,2020 Q3,Kajuru,Female,15 to 24,1
2118,2020,4,2020 Q4,Kajuru,Male,15 to 24,1
2119,2020,4,2020 Q4,Kajuru,Female,15 to 24,4
2120,2020,1,2020 Q1,Kaura,Male,15 to 24,1
2121,2020,1,2020 Q1,Kaura,Female,15 to 24,1
2122,2020,2,2020 Q2,Kaura,Male,15 to 24,2
2123,2020,2,2020 Q2,Kaura,Female,15 to 24,3
2124,2020,3,2020 Q3,Kaura,Male,15 to 24,0
2125,2020,3,2020 Q3,Kaura,Female,15 to 24,0
2126,2020,4,2020 Q4,Kaura,Male,15 to 24,0
2127,2020,4,2020 Q4,Kaura,Female,15 to 24,0
2128,2020,1,2020 Q1,Kauru,Male,15 to 24,1
2129,2020,1,2020 Q1,Kauru,Female,15 to 24,0
2130,2020,2,2020 Q2,Kauru,Male,15 to 24,0
2131,2020,2,2020 Q2,Kauru,Female,15 to 24,0
2132,2020,3,2020 Q3,Kauru,Male,15 to 24,2
2133,2020,3,2020 Q3,Kauru,Female,15 to 24,1
2134,2020,4,2020 Q4,Kauru,Male,15 to 24,0
2135,2020,4,2020 Q4,Kauru,Female,15 to 24,0
2136,2020,1,2020 Q1,Kubau,Male,15 to 24,0
2137,2020,1,2020 Q1,Kubau,Female,15 to 24,2
2138,2020,2,2020 Q2,Kubau,Male,15 to 24,3
2139,2020,2,2020 Q2,Kubau,Female,15 to 24,2
2140,2020,3,2020 Q3,Kubau,Male,15 to 24,3
2141,2020,3,2020 Q3,Kubau,Female,15 to 24,1
2142,2020,4,2020 Q4,Kubau,Male,15 to 24,4
2143,2020,4,2020 Q4,Kubau,Female,15 to 24,2
2144,2020,1,2020 Q1,Kudan,Male,15 to 24,1
2145,2020,1,2020 Q1,Kudan,Female,15 to 24,1
2146,2020,2,2020 Q2,Kudan,Male,15 to 24,0
2147,2020,2,2020 Q2,Kudan,Female,15 to 24,0
2148,2020,3,2020 Q3,Kudan,Male,15 to 24,2
2149,2020,3,2020 Q3,Kudan,Female,15 to 24,2
2150,2020,4,2020 Q4,Kudan,Male,15 to 24,3
2151,2020,4,2020 Q4,Kudan,Female,15 to 24,3
2152,2020,1,2020 Q1,Lere,Male,15 to 24,2
2153,2020,1,2020 Q1,Lere,Female,15 to 24,2
2154,2020,2,2020 Q2,Lere,Male,15 to 24,5
2155,2020,2,2020 Q2,Lere,Female,15 to 24,2
2156,2020,3,2020 Q3,Lere,Male,15 to 24,4
2157,2020,3,2020 Q3,Lere,Female,15 to 24,3
2158,2020,4,2020 Q4,Lere,Male,15 to 24,2
2159,2020,4,2020 Q4,Lere,Female,15 to 24,0
2160,2020,1,2020 Q1,Markafi,Male,15 to 24,6
2161,2020,1,2020 Q1,Markafi,Female,15 to 24,3
2162,2020,2,2020 Q2,Markafi,Male,15 to 24,6
2163,2020,2,2020 Q2,Markafi,Female,15 to 24,0
2164,2020,3,2020 Q3,Markafi,Male,15 to 24,1
2165,2020,3,2020 Q3,Markafi,Female,15 to 24,0
2166,2020,4,2020 Q4,Markafi,Male,15 to 24,4
2167,2020,4,2020 Q4,Markafi,Female,15 to 24,4
2168,2020,1,2020 Q1,Sabon-Gari,Male,15 to 24,6
2169,2020,1,2020 Q1,Sabon-Gari,Female,15 to 24,4
2170,2020,2,2020 Q2,Sabon-Gari,Male,15 to 24,4
2171,2020,2,2020 Q2,Sabon-Gari,Female,15 to 24,7
2172,2020,3,2020 Q3,Sabon-Gari,Male,15 to 24,17
2173,2020,3,2020 Q3,Sabon-Gari,Female,15 to 24,6
2174,2020,4,2020 Q4,Sabon-Gari,Male,15 to 24,16
2175,2020,4,2020 Q4,Sabon-Gari,Female,15 to 24,9
2176,2020,1,2020 Q1,Sanga,Male,15 to 24,1
2177,2020,1,2020 Q1,Sanga,Female,15 to 24,4
2178,2020,2,2020 Q2,Sanga,Male,15 to 24,3
2179,2020,2,2020 Q2,Sanga,Female,15 to 24,2
2180,2020,3,2020 Q3,Sanga,Male,15 to 24,1
2181,2020,3,2020 Q3,Sanga,Female,15 to 24,2
2182,2020,4,2020 Q4,Sanga,Male,15 to 24,2
2183,2020,4,2020 Q4,Sanga,Female,15 to 24,2
2184,2020,1,2020 Q1,Soba,Male,15 to 24,2
2185,2020,1,2020 Q1,Soba,Female,15 to 24,0
2186,2020,2,2020 Q2,Soba,Male,15 to 24,0
2187,2020,2,2020 Q2,Soba,Female,15 to 24,1
2188,2020,3,2020 Q3,Soba,Male,15 to 24,3
2189,2020,3,2020 Q3,Soba,Female,15 to 24,4
2190,2020,4,2020 Q4,Soba,Male,15 to 24,1
2191,2020,4,2020 Q4,Soba,Female,15 to 24,3
2192,2020,1,2020 Q1,Zango-Kataf,Male,15 to 24,1
2193,2020,1,2020 Q1,Zango-Kataf,Female,15 to 24,2
2194,2020,2,2020 Q2,Zango-Kataf,Male,15 to 24,1
2195,2020,2,2020 Q2,Zango-Kataf,Female,15 to 24,1
2196,2020,3,2020 Q3,Zango-Kataf,Male,15 to 24,4
2197,2020,3,2020 Q3,Zango-Kataf,Female,15 to 24,1
2198,2020,4,2020 Q4,Zango-Kataf,Male,15 to 24,1
2199,2020,4,2020 Q4,Zango-Kataf,Female,15 to 24,2
2200,2020,1,2020 Q1,Zaria,Male,15 to 24,28
2201,2020,1,2020 Q1,Zaria,Female,15 to 24,10
2202,2020,2,2020 Q2,Zaria,Male,15 to 24,25
2203,2020,2,2020 Q2,Zaria,Female,15 to 24,14
2204,2020,3,2020 Q3,Zaria,Male,15 to 24,22
2205,2020,3,2020 Q3,Zaria,Female,15 to 24,22
2206,2020,4,2020 Q4,Zaria,Male,15 to 24,29
2207,2020,4,2020 Q4,Zaria,Female,15 to 24,24
2208,2021,1,2021 Q1,Birnin-Gwari,Male,15 to 24,1
2209,2021,1,2021 Q1,Birnin-Gwari,Female,15 to 24,1
2210,2021,2,2021 Q2,Birnin-Gwari,Male,15 to 24,6
2211,2021,2,2021 Q2,Birnin-Gwari,Female,15 to 24,2
2212,2021,3,2021 Q3,Birnin-Gwari,Male,15 to 24,1
2213,2021,3,2021 Q3,Birnin-Gwari,Female,15 to 24,2
2214,2021,4,2021 Q4,Birnin-Gwari,Male,15 to 24,2
2215,2021,4,2021 Q4,Birnin-Gwari,Female,15 to 24,7
2216,2021,1,2021 Q1,Chikun,Male,15 to 24,8
2217,2021,1,2021 Q1,Chikun,Female,15 to 24,8
2218,2021,2,2021 Q2,Chikun,Male,15 to 24,11
2219,2021,2,2021 Q2,Chikun,Female,15 to 24,5
2220,2021,3,2021 Q3,Chikun,Male,15 to 24,16
2221,2021,3,2021 Q3,Chikun,Female,15 to 24,8
2222,2021,4,2021 Q4,Chikun,Male,15 to 24,32
2223,2021,4,2021 Q4,Chikun,Female,15 to 24,33
2224,2021,1,2021 Q1,Giwa,Male,15 to 24,3
2225,2021,1,2021 Q1,Giwa,Female,15 to 24,2
2226,2021,2,2021 Q2,Giwa,Male,15 to 24,3
2227,2021,2,2021 Q2,Giwa,Female,15 to 24,6
2228,2021,3,2021 Q3,Giwa,Male,15 to 24,12
2229,2021,3,2021 Q3,Giwa,Female,15 to 24,17
2230,2021,4,2021 Q4,Giwa,Male,15 to 24,73
2231,2021,4,2021 Q4,Giwa,Female,15 to 24,96
2232,2021,1,2021 Q1,Igabi,Male,15 to 24,11
2233,2021,1,2021 Q1,Igabi,Female,15 to 24,11
2234,2021,2,2021 Q2,Igabi,Male,15 to 24,8
2235,2021,2,2021 Q2,Igabi,Female,15 to 24,13
2236,2021,3,2021 Q3,Igabi,Male,15 to 24,12
2237,2021,3,2021 Q3,Igabi,Female,15 to 24,11
2238,2021,4,2021 Q4,Igabi,Male,15 to 24,34
2239,2021,4,2021 Q4,Igabi,Female,15 to 24,11
2240,2021,1,2021 Q1,Ikara,Male,15 to 24,2
2241,2021,1,2021 Q1,Ikara,Female,15 to 24,2
2242,2021,2,2021 Q2,Ikara,Male,15 to 24,2
2243,2021,2,2021 Q2,Ikara,Female,15 to 24,1
2244,2021,3,2021 Q3,Ikara,Male,15 to 24,3
2245,2021,3,2021 Q3,Ikara,Female,15 to 24,2
2246,2021,4,2021 Q4,Ikara,Male,15 to 24,2
2247,2021,4,2021 Q4,Ikara,Female,15 to 24,1
2248,2021,1,2021 Q1,Jaba,Male,15 to 24,0
2249,2021,1,2021 Q1,Jaba,Female,15 to 24,0
2250,2021,2,2021 Q2,Jaba,Male,15 to 24,2
2251,2021,2,2021 Q2,Jaba,Female,15 to 24,1
2252,2021,3,2021 Q3,Jaba,Male,15 to 24,0
2253,2021,3,2021 Q3,Jaba,Female,15 to 24,1
2254,2021,4,2021 Q4,Jaba,Male,15 to 24,2
2255,2021,4,2021 Q4,Jaba,Female,15 to 24,0
2256,2021,1,2021 Q1,Jema'a,Male,15 to 24,2
2257,2021,1,2021 Q1,Jema'a,Female,15 to 24,1
2258,2021,2,2021 Q2,Jema'a,Male,15 to 24,7
2259,2021,2,2021 Q2,Jema'a,Female,15 to 24,4
2260,2021,3,2021 Q3,Jema'a,Male,15 to 24,4
2261,2021,3,2021 Q3,Jema'a,Female,15 to 24,5
2262,2021,4,2021 Q4,Jema'a,Male,15 to 24,7
2263,2021,4,2021 Q4,Jema'a,Female,15 to 24,11
2264,2021,1,2021 Q1,Kachia,Male,15 to 24,3
2265,2021,1,2021 Q1,Kachia,Female,15 to 24,4
2266,2021,2,2021 Q2,Kachia,Male,15 to 24,8
2267,2021,2,2021 Q2,Kachia,Female,15 to 24,4
2268,2021,3,2021 Q3,Kachia,Male,15 to 24,1
2269,2021,3,2021 Q3,Kachia,Female,15 to 24,8
2270,2021,4,2021 Q4,Kachia,Male,15 to 24,13
2271,2021,4,2021 Q4,Kachia,Female,15 to 24,1
2272,2021,1,2021 Q1,Kaduna North,Male,15 to 24,40
2273,2021,1,2021 Q1,Kaduna North,Female,15 to 24,39
2274,2021,2,2021 Q2,Kaduna North,Male,15 to 24,47
2275,2021,2,2021 Q2,Kaduna North,Female,15 to 24,45
2276,2021,3,2021 Q3,Kaduna North,Male,15 to 24,49
2277,2021,3,2021 Q3,Kaduna North,Female,15 to 24,62
2278,2021,4,2021 Q4,Kaduna North,Male,15 to 24,16
2279,2021,4,2021 Q4,Kaduna North,Female,15 to 24,24
2280,2021,1,2021 Q1,Kaduna South,Male,15 to 24,34
2281,2021,1,2021 Q1,Kaduna South,Female,15 to 24,30
2282,2021,2,2021 Q2,Kaduna South,Male,15 to 24,28
2283,2021,2,2021 Q2,Kaduna South,Female,15 to 24,26
2284,2021,3,2021 Q3,Kaduna South,Male,15 to 24,27
2285,2021,3,2021 Q3,Kaduna South,Female,15 to 24,22
2286,2021,4,2021 Q4,Kaduna South,Male,15 to 24,36
2287,2021,4,2021 Q4,Kaduna South,Female,15 to 24,31
2288,2021,1,2021 Q1,Kagarko,Male,15 to 24,0
2289,2021,1,2021 Q1,Kagarko,Female,15 to 24,2
2290,2021,2,2021 Q2,Kagarko,Male,15 to 24,0
2291,2021,2,2021 Q2,Kagarko,Female,15 to 24,1
2292,2021,3,2021 Q3,Kagarko,Male,15 to 24,5
2293,2021,3,2021 Q3,Kagarko,Female,15 to 24,1
2294,2021,4,2021 Q4,Kagarko,Male,15 to 24,1
2295,2021,4,2021 Q4,Kagarko,Female,15 to 24,5
2296,2021,1,2021 Q1,Kajuru,Male,15 to 24,1
2297,2021,1,2021 Q1,Kajuru,Female,15 to 24,3
2298,2021,2,2021 Q2,Kajuru,Male,15 to 24,8
2299,2021,2,2021 Q2,Kajuru,Female,15 to 24,8
2300,2021,3,2021 Q3,Kajuru,Male,15 to 24,4
2301,2021,3,2021 Q3,Kajuru,Female,15 to 24,4
2302,2021,4,2021 Q4,Kajuru,Male,15 to 24,25
2303,2021,4,2021 Q4,Kajuru,Female,15 to 24,15
2304,2021,1,2021 Q1,Kaura,Male,15 to 24,1
2305,2021,1,2021 Q1,Kaura,Female,15 to 24,1
2306,2021,2,2021 Q2,Kaura,Male,15 to 24,3
2307,2021,2,2021 Q2,Kaura,Female,15 to 24,0
2308,2021,3,2021 Q3,Kaura,Male,15 to 24,0
2309,2021,3,2021 Q3,Kaura,Female,15 to 24,0
2310,2021,4,2021 Q4,Kaura,Male,15 to 24,1
2311,2021,4,2021 Q4,Kaura,Female,15 to 24,0
2312,2021,1,2021 Q1,Kauru,Male,15 to 24,0
2313,2021,1,2021 Q1,Kauru,Female,15 to 24,0
2314,2021,2,2021 Q2,Kauru,Male,15 to 24,0
2315,2021,2,2021 Q2,Kauru,Female,15 to 24,0
2316,2021,3,2021 Q3,Kauru,Male,15 to 24,15
2317,2021,3,2021 Q3,Kauru,Female,15 to 24,10
2318,2021,4,2021 Q4,Kauru,Male,15 to 24,20
2319,2021,4,2021 Q4,Kauru,Female,15 to 24,10
2320,2021,1,2021 Q1,Kubau,Male,15 to 24,3
2321,2021,1,2021 Q1,Kubau,Female,15 to 24,2
2322,2021,2,2021 Q2,Kubau,Male,15 to 24,2
2323,2021,2,2021 Q2,Kubau,Female,15 to 24,3
2324,2021,3,2021 Q3,Kubau,Male,15 to 24,6
2325,2021,3,2021 Q3,Kubau,Female,15 to 24,2
2326,2021,4,2021 Q4,Kubau,Male,15 to 24,2
2327,2021,4,2021 Q4,Kubau,Female,15 to 24,1
2328,2021,1,2021 Q1,Kudan,Male,15 to 24,5
2329,2021,1,2021 Q1,Kudan,Female,15 to 24,1
2330,2021,2,2021 Q2,Kudan,Male,15 to 24,3
2331,2021,2,2021 Q2,Kudan,Female,15 to 24,0
2332,2021,3,2021 Q3,Kudan,Male,15 to 24,6
2333,2021,3,2021 Q3,Kudan,Female,15 to 24,0
2334,2021,4,2021 Q4,Kudan,Male,15 to 24,2
2335,2021,4,2021 Q4,Kudan,Female,15 to 24,2
2336,2021,1,2021 Q1,Lere,Male,15 to 24,4
2337,2021,1,2021 Q1,Lere,Female,15 to 24,1
2338,2021,2,2021 Q2,Lere,Male,15 to 24,5
2339,2021,2,2021 Q2,Lere,Female,15 to 24,3
2340,2021,3,2021 Q3,Lere,Male,15 to 24,3
2341,2021,3,2021 Q3,Lere,Female,15 to 24,2
2342,2021,4,2021 Q4,Lere,Male,15 to 24,5
2343,2021,4,2021 Q4,Lere,Female,15 to 24,0
2344,2021,1,2021 Q1,Markafi,Male,15 to 24,5
2345,2021,1,2021 Q1,Markafi,Female,15 to 24,4
2346,2021,2,2021 Q2,Markafi,Male,15 to 24,6
2347,2021,2,2021 Q2,Markafi,Female,15 to 24,1
2348,2021,3,2021 Q3,Markafi,Male,15 to 24,4
2349,2021,3,2021 Q3,Markafi,Female,15 to 24,2
2350,2021,4,2021 Q4,Markafi,Male,15 to 24,2
2351,2021,4,2021 Q4,Markafi,Female,15 to 24,7
2352,2021,1,2021 Q1,Sabon-Gari,Male,15 to 24,8
2353,2021,1,2021 Q1,Sabon-Gari,Female,15 to 24,12
2354,2021,2,2021 Q2,Sabon-Gari,Male,15 to 24,13
2355,2021,2,2021 Q2,Sabon-Gari,Female,15 to 24,15
2356,2021,3,2021 Q3,Sabon-Gari,Male,15 to 24,22
2357,2021,3,2021 Q3,Sabon-Gari,Female,15 to 24,23
2358,2021,4,2021 Q4,Sabon-Gari,Male,15 to 24,21
2359,2021,4,2021 Q4,Sabon-Gari,Female,15 to 24,12
2360,2021,1,2021 Q1,Sanga,Male,15 to 24,0
2361,2021,1,2021 Q1,Sanga,Female,15 to 24,2
2362,2021,2,2021 Q2,Sanga,Male,15 to 24,1
2363,2021,2,2021 Q2,Sanga,Female,15 to 24,2
2364,2021,3,2021 Q3,Sanga,Male,15 to 24,1
2365,2021,3,2021 Q3,Sanga,Female,15 to 24,0
2366,2021,4,2021 Q4,Sanga,Male,15 to 24,2
2367,2021,4,2021 Q4,Sanga,Female,15 to 24,0
2368,2021,1,2021 Q1,Soba,Male,15 to 24,1
2369,2021,1,2021 Q1,Soba,Female,15 to 24,4
2370,2021,2,2021 Q2,Soba,Male,15 to 24,8
2371,2021,2,2021 Q2,Soba,Female,15 to 24,7
2372,2021,3,2021 Q3,Soba,Male,15 to 24,0
2373,2021,3,2021 Q3,Soba,Female,15 to 24,1
2374,2021,4,2021 Q4,Soba,Male,15 to 24,1
2375,2021,4,2021 Q4,Soba,Female,15 to 24,3
2376,2021,1,2021 Q1,Zango-Kataf,Male,15 to 24,0
2377,2021,1,2021 Q1,Zango-Kataf,Female,15 to 24,3
2378,2021,2,2021 Q2,Zango-Kataf,Male,15 to 24,3
2379,2021,2,2021 Q2,Zango-Kataf,Female,15 to 24,1
2380,2021,3,2021 Q3,Zango-Kataf,Male,15 to 24,1
2381,2021,3,2021 Q3,Zango-Kataf,Female,15 to 24,1
2382,2021,4,2021 Q4,Zango-Kataf,Male,15 to 24,1
2383,2021,4,2021 Q4,Zango-Kataf,Female,15 to 24,1
2384,2021,1,2021 Q1,Zaria,Male,15 to 24,24
2385,2021,1,2021 Q1,Zaria,Female,15 to 24,27
2386,2021,2,2021 Q2,Zaria,Male,15 to 24,44
2387,2021,2,2021 Q2,Zaria,Female,15 to 24,33
2388,2021,3,2021 Q3,Zaria,Male,15 to 24,64
2389,2021,3,2021 Q3,Zaria,Female,15 to 24,54
2390,2021,4,2021 Q4,Zaria,Male,15 to 24,79
2391,2021,4,2021 Q4,Zaria,Female,15 to 24,76
2392,2022,1,2022 Q1,Birnin-Gwari,Male,15 to 24,7
2393,2022,1,2022 Q1,Birnin-Gwari,Female,15 to 24,2
2394,2022,2,2022 Q2,Birnin-Gwari,Male,15 to 24,3
2395,2022,2,2022 Q2,Birnin-Gwari,Female,15 to 24,1
2396,2022,3,2022 Q3,Birnin-Gwari,Male,15 to 24,5
2397,2022,3,2022 Q3,Birnin-Gwari,Female,15 to 24,3
2398,2022,4,2022 Q4,Birnin-Gwari,Male,15 to 24,12
2399,2022,4,2022 Q4,Birnin-Gwari,Female,15 to 24,4
2400,2022,1,2022 Q1,Chikun,Male,15 to 24,12
2401,2022,1,2022 Q1,Chikun,Female,15 to 24,6
2402,2022,2,2022 Q2,Chikun,Male,15 to 24,25
2403,2022,2,2022 Q2,Chikun,Female,15 to 24,23
2404,2022,3,2022 Q3,Chikun,Male,15 to 24,27
2405,2022,3,2022 Q3,Chikun,Female,15 to 24,18
2406,2022,4,2022 Q4,Chikun,Male,15 to 24,29
2407,2022,4,2022 Q4,Chikun,Female,15 to 24,20
2408,2022,1,2022 Q1,Giwa,Male,15 to 24,82
2409,2022,1,2022 Q1,Giwa,Female,15 to 24,98
2410,2022,2,2022 Q2,Giwa,Male,15 to 24,74
2411,2022,2,2022 Q2,Giwa,Female,15 to 24,65
2412,2022,3,2022 Q3,Giwa,Male,15 to 24,71
2413,2022,3,2022 Q3,Giwa,Female,15 to 24,55
2414,2022,4,2022 Q4,Giwa,Male,15 to 24,78
2415,2022,4,2022 Q4,Giwa,Female,15 to 24,87
2416,2022,1,2022 Q1,Igabi,Male,15 to 24,21
2417,2022,1,2022 Q1,Igabi,Female,15 to 24,16
2418,2022,2,2022 Q2,Igabi,Male,15 to 24,16
2419,2022,2,2022 Q2,Igabi,Female,15 to 24,21
2420,2022,3,2022 Q3,Igabi,Male,15 to 24,40
2421,2022,3,2022 Q3,Igabi,Female,15 to 24,23
2422,2022,4,2022 Q4,Igabi,Male,15 to 24,21
2423,2022,4,2022 Q4,Igabi,Female,15 to 24,42
2424,2022,1,2022 Q1,Ikara,Male,15 to 24,0
2425,2022,1,2022 Q1,Ikara,Female,15 to 24,1
2426,2022,2,2022 Q2,Ikara,Male,15 to 24,5
2427,2022,2,2022 Q2,Ikara,Female,15 to 24,4
2428,2022,3,2022 Q3,Ikara,Male,15 to 24,0
2429,2022,3,2022 Q3,Ikara,Female,15 to 24,7
2430,2022,4,2022 Q4,Ikara,Male,15 to 24,1
2431,2022,4,2022 Q4,Ikara,Female,15 to 24,4
2432,2022,1,2022 Q1,Jaba,Male,15 to 24,2
2433,2022,1,2022 Q1,Jaba,Female,15 to 24,1
2434,2022,2,2022 Q2,Jaba,Male,15 to 24,2
2435,2022,2,2022 Q2,Jaba,Female,15 to 24,0
2436,2022,3,2022 Q3,Jaba,Male,15 to 24,3
2437,2022,3,2022 Q3,Jaba,Female,15 to 24,0
2438,2022,4,2022 Q4,Jaba,Male,15 to 24,4
2439,2022,4,2022 Q4,Jaba,Female,15 to 24,5
2440,2022,1,2022 Q1,Jema'a,Male,15 to 24,7
2441,2022,1,2022 Q1,Jema'a,Female,15 to 24,9
2442,2022,2,2022 Q2,Jema'a,Male,15 to 24,10
2443,2022,2,2022 Q2,Jema'a,Female,15 to 24,5
2444,2022,3,2022 Q3,Jema'a,Male,15 to 24,14
2445,2022,3,2022 Q3,Jema'a,Female,15 to 24,14
2446,2022,4,2022 Q4,Jema'a,Male,15 to 24,24
2447,2022,4,2022 Q4,Jema'a,Female,15 to 24,23
2448,2022,1,2022 Q1,Kachia,Male,15 to 24,3
2449,2022,1,2022 Q1,Kachia,Female,15 to 24,13
2450,2022,2,2022 Q2,Kachia,Male,15 to 24,10
2451,2022,2,2022 Q2,Kachia,Female,15 to 24,28
2452,2022,3,2022 Q3,Kachia,Male,15 to 24,21
2453,2022,3,2022 Q3,Kachia,Female,15 to 24,58
2454,2022,4,2022 Q4,Kachia,Male,15 to 24,4
2455,2022,4,2022 Q4,Kachia,Female,15 to 24,29
2456,2022,1,2022 Q1,Kaduna North,Male,15 to 24,51
2457,2022,1,2022 Q1,Kaduna North,Female,15 to 24,34
2458,2022,2,2022 Q2,Kaduna North,Male,15 to 24,42
2459,2022,2,2022 Q2,Kaduna North,Female,15 to 24,45
2460,2022,3,2022 Q3,Kaduna North,Male,15 to 24,45
2461,2022,3,2022 Q3,Kaduna North,Female,15 to 24,33
2462,2022,4,2022 Q4,Kaduna North,Male,15 to 24,70
2463,2022,4,2022 Q4,Kaduna North,Female,15 to 24,51
2464,2022,1,2022 Q1,Kaduna South,Male,15 to 24,34
2465,2022,1,2022 Q1,Kaduna South,Female,15 to 24,32
2466,2022,2,2022 Q2,Kaduna South,Male,15 to 24,28
2467,2022,2,2022 Q2,Kaduna South,Female,15 to 24,36
2468,2022,3,2022 Q3,Kaduna South,Male,15 to 24,45
2469,2022,3,2022 Q3,Kaduna South,Female,15 to 24,46
2470,2022,4,2022 Q4,Kaduna South,Male,15 to 24,56
2471,2022,4,2022 Q4,Kaduna South,Female,15 to 24,47
2472,2022,1,2022 Q1,Kagarko,Male,15 to 24,0
2473,2022,1,2022 Q1,Kagarko,Female,15 to 24,4
2474,2022,2,2022 Q2,Kagarko,Male,15 to 24,1
2475,2022,2,2022 Q2,Kagarko,Female,15 to 24,3
2476,2022,3,2022 Q3,Kagarko,Male,15 to 24,2
2477,2022,3,2022 Q3,Kagarko,Female,15 to 24,2
2478,2022,4,2022 Q4,Kagarko,Male,15 to 24,6
2479,2022,4,2022 Q4,Kagarko,Female,15 to 24,7
2480,2022,1,2022 Q1,Kajuru,Male,15 to 24,0
2481,2022,1,2022 Q1,Kajuru,Female,15 to 24,2
2482,2022,2,2022 Q2,Kajuru,Male,15 to 24,16
2483,2022,2,2022 Q2,Kajuru,Female,15 to 24,9
2484,2022,3,2022 Q3,Kajuru,Male,15 to 24,11
2485,2022,3,2022 Q3,Kajuru,Female,15 to 24,4
2486,2022,4,2022 Q4,Kajuru,Male,15 to 24,15
2487,2022,4,2022 Q4,Kajuru,Female,15 to 24,7
2488,2022,1,2022 Q1,Kaura,Male,15 to 24,2
2489,2022,1,2022 Q1,Kaura,Female,15 to 24,0
2490,2022,2,2022 Q2,Kaura,Male,15 to 24,2
2491,2022,2,2022 Q2,Kaura,Female,15 to 24,0
2492,2022,3,2022 Q3,Kaura,Male,15 to 24,3
2493,2022,3,2022 Q3,Kaura,Female,15 to 24,1
2494,2022,4,2022 Q4,Kaura,Male,15 to 24,5
2495,2022,4,2022 Q4,Kaura,Female,15 to 24,4
2496,2022,1,2022 Q1,Kauru,Male,15 to 24,93
2497,2022,1,2022 Q1,Kauru,Female,15 to 24,15
2498,2022,2,2022 Q2,Kauru,Male,15 to 24,90
2499,2022,2,2022 Q2,Kauru,Female,15 to 24,25
2500,2022,3,2022 Q3,Kauru,Male,15 to 24,59
2501,2022,3,2022 Q3,Kauru,Female,15 to 24,33
2502,2022,4,2022 Q4,Kauru,Male,15 to 24,53
2503,2022,4,2022 Q4,Kauru,Female,15 to 24,20
2504,2022,1,2022 Q1,Kubau,Male,15 to 24,4
2505,2022,1,2022 Q1,Kubau,Female,15 to 24,1
2506,2022,2,2022 Q2,Kubau,Male,15 to 24,4
2507,2022,2,2022 Q2,Kubau,Female,15 to 24,2
2508,2022,3,2022 Q3,Kubau,Male,15 to 24,3
2509,2022,3,2022 Q3,Kubau,Female,15 to 24,4
2510,2022,4,2022 Q4,Kubau,Male,15 to 24,13
2511,2022,4,2022 Q4,Kubau,Female,15 to 24,8
2512,2022,1,2022 Q1,Kudan,Male,15 to 24,2
2513,2022,1,2022 Q1,Kudan,Female,15 to 24,2
